SECUCODE,SECURITY_CODE,ORG_CODE,END_DATE,HOLDER_NAME,HOLD_NUM,FREE_HOLDNUM_RATIO,HOLD_NUM_CHANGE,CHANGE_RATIO,IS_HOLDORG,HOLDER_RANK,SECURITY_NAME_ABBR,HOLDER_CODE,SECURITY_TYPE_CODE,HOLDER_STATE,HOLDER_MARKET_CAP,HOLD_RATIO,HOLD_CHANGE,HOLD_RATIO_CHANGE,HOLDER_TYPE,SHARES_TYPE,UPDATE_DATE,REPORT_DATE_NAME,HOLDER_NEW,FREE_RATIO_QOQ,HOLDER_STATEE,IS_REPORT,HOLDER_CODE_OLD,HOLDER_NEWTYPE,HOLDNUM_CHANGE_NAME,IS_MAX_REPORTDATE,COOPERATION_HOLDER_MARK,MXID,LISTING_STATE,XZCHANGE,NEW_CHANGE_RATIO,HOLDER_STATE_NEW,HOLD_ORG_CODE_SOURCE,HOLD_CHANGE_RATIOTB,HOLD_NUM_ABBR
300394.SZ,300394,10191770,2026-03-31 00:00:00,苏州天孚仁和投资管理有限公司,291989059,37.634615072254,不变,,1,1,天孚通信,10401707,058001001,,88063900194.4,37.5589,不变,0.0,投资公司,A股,2026-04-21 00:00:00,2026一季报,10401707,不变,,1,80374458,其他,不变,1,10401707,9fc947d9bea8a5e6bf94445e8c59704a,0,0.0,不变,不变,a513e181-76c7-4ed5-a579-09c135f8e707,-0.4781,苏州天孚仁和投资管理有限公司
300394.SZ,300394,10191770,2026-03-31 00:00:00,香港中央结算有限公司,55301042,7.127778814358,27609105,99.70088044,1,2,天孚通信,10671586,058001001,加仓,16678794267.2,7.1134,27609105,3.5514,其它,A股,2026-04-21 00:00:00,2026一季报,10671586,99.70088044,加仓,1,80637337,其他,增加,1,10671586,9fc947d9bea8a5e6bf94445e8c59704a,0,27609105.0,99.70088044,加仓,08a32aee-be17-11e6-b97b-00163e014a2c,5.3847,香港中央结算有限公司
300394.SZ,300394,10191770,2026-03-31 00:00:00,朱国栋,54322627,7.001670418269,不变,,0,3,天孚通信,,058001001,,16383704303.2,6.9876,不变,0.0,个人,A股,2026-04-21 00:00:00,2026一季报,朱国栋,不变,,1,,个人,不变,1,朱国栋,9fc947d9bea8a5e6bf94445e8c59704a,0,0.0,不变,不变,,-1.2932,朱国栋
300394.SZ,300394,10191770,2026-03-31 00:00:00,MORGAN STANLEY&CO.INTERNATIONAL PLC.,8103402,1.044451515033,新进,,1,4,天孚通信,10000303290,058001001,新进,2443986043.2,1.0424,新进,,QFII,A股,2026-04-21 00:00:00,2026一季报,10000303290,新进,新进,1,81282466,QFII,新进,1,10000303290,9fc947d9bea8a5e6bf94445e8c59704a,0,,新进,新进,,,MORGAN STANLEY&CO.INTERNATIONAL PLC.
300394.SZ,300394,10191770,2026-03-31 00:00:00,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,4307980,0.55525768532,-4338370,-50.1757389,1,5,天孚通信,159915,058001001,,1299286768.0,0.5541,-4338370,-0.5581,证券投资基金,A股,2026-04-21 00:00:00,2026一季报,159915,-50.1757389,减仓,1,159915,基金,减少,1,159915,9fc947d9bea8a5e6bf94445e8c59704a,0,-4338370.0,-50.1757389,减仓,,-0.8468,易方达创业板ETF
300394.SZ,300394,10191770,2026-03-31 00:00:00,UBS AG,4193485,0.540500367811,新进,,1,6,天孚通信,10047572,058001001,新进,1264755076.0,0.5394,新进,,QFII,A股,2026-04-21 00:00:00,2026一季报,10047572,新进,新进,1,80044863,QFII,新进,1,10047572,9fc947d9bea8a5e6bf94445e8c59704a,0,,新进,新进,20ad6106-c5ee-11e7-9917-00163e1251d8,,UBS AG
300394.SZ,300394,10191770,2026-03-31 00:00:00,江苏银行股份有限公司-中航机遇领航混合型发起式证券投资基金,3896800,0.502260490567,-3211599,-45.1803423,1,7,天孚通信,018956,058001001,,1175274880.0,0.5013,-3211599,-0.4131,证券投资基金,A股,2026-04-21 00:00:00,2026一季报,018956,-45.1803423,减仓,1,018956,基金,减少,1,018956,9fc947d9bea8a5e6bf94445e8c59704a,0,-3211599.0,-45.1803423,减仓,,,中航机遇领航混合发起A
300394.SZ,300394,10191770,2026-03-31 00:00:00,上海聚鸣投资管理有限公司-聚鸣瑞仪私募证券投资基金,3791240,0.488654809653,新进,,1,8,天孚通信,78169050,058001001,新进,1143437984.0,0.4877,新进,,私募基金,A股,2026-04-21 00:00:00,2026一季报,78169050,新进,新进,1,78169050,其他,新进,1,78169050,9fc947d9bea8a5e6bf94445e8c59704a,0,,新进,新进,,,上海聚鸣投资管理有限公司-聚鸣瑞仪私募证券投资基金
300394.SZ,300394,10191770,2026-03-31 00:00:00,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,3767283,0.485566980005,-3899000,-50.8590669,1,9,天孚通信,510300,058001001,,1136212552.8,0.4846,-3899000,-0.5015,证券投资基金,A股,2026-04-21 00:00:00,2026一季报,510300,-50.8590669,减仓,1,510300,基金,减少,1,510300,9fc947d9bea8a5e6bf94445e8c59704a,0,-3899000.0,-50.8590669,减仓,,-0.492,华泰柏瑞沪深300ETF
300394.SZ,300394,10191770,2026-03-31 00:00:00,上海松熙私募基金管理合伙企业(有限合伙)-松熙长阳私募证券投资基金,3513783,0.452893238895,新进,,1,10,天孚通信,78193536,058001001,新进,1059756952.8,0.452,新进,,私募基金,A股,2026-04-21 00:00:00,2026一季报,78193536,新进,新进,1,78193536,其他,新进,1,78193536,9fc947d9bea8a5e6bf94445e8c59704a,0,,新进,新进,,,上海松熙私募基金管理合伙企业(有限合伙)-松熙长阳私募证券投资基金
300394.SZ,300394,10191770,2025-12-31 00:00:00,苏州天孚仁和投资管理有限公司,291989059,37.634615072254,-3011000,-1.02067776,1,1,天孚通信,10401707,058001001,,59282538648.77,37.5589,-3011000,-0.3873,投资公司,A股,2026-04-08 00:00:00,2025年报,10401707,-1.02067776,减仓,1,80374458,其他,减少,0,10401707,d71f0e9436c3ef4a5d6204466e666016,0,-3011000.0,-1.02067776,减仓,a513e181-76c7-4ed5-a579-09c135f8e707,-0.4781,苏州天孚仁和投资管理有限公司
300394.SZ,300394,10191770,2025-12-31 00:00:00,朱国栋,54322627,7.001670418269,不变,,0,2,天孚通信,,058001001,,11029122959.81,6.9876,不变,0.0,个人,A股,2026-04-08 00:00:00,2025年报,朱国栋,不变,,1,,个人,不变,0,朱国栋,d71f0e9436c3ef4a5d6204466e666016,0,0.0,不变,不变,,-1.9162,朱国栋
300394.SZ,300394,10191770,2025-12-31 00:00:00,香港中央结算有限公司,27691937,3.569227536023,12891962,87.10799849,1,3,天孚通信,10671586,058001001,加仓,5622293969.11,3.562,12891962,1.6583,其它,A股,2026-04-08 00:00:00,2025年报,10671586,87.10799849,加仓,1,80637337,其他,增加,0,10671586,d71f0e9436c3ef4a5d6204466e666016,0,12891962.0,87.10799849,加仓,08a32aee-be17-11e6-b97b-00163e014a2c,0.599,香港中央结算有限公司
300394.SZ,300394,10191770,2025-12-31 00:00:00,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,8646350,1.114432352857,-984963,-10.22667418,1,4,天孚通信,159915,058001001,,1755468440.5,1.1122,-984963,-0.1267,证券投资基金,A股,2026-04-08 00:00:00,2025年报,159915,-10.22667418,减仓,1,159915,基金,减少,0,159915,d71f0e9436c3ef4a5d6204466e666016,0,-984963.0,-10.22667418,减仓,,-0.3996,易方达创业板ETF
300394.SZ,300394,10191770,2025-12-31 00:00:00,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,7666283,0.988111029667,-272600,-3.43373243,1,5,天孚通信,510300,058001001,,1556485437.49,0.9861,-272600,-0.0351,证券投资基金,A股,2026-04-08 00:00:00,2025年报,510300,-3.43373243,减仓,1,510300,基金,减少,0,510300,d71f0e9436c3ef4a5d6204466e666016,0,-272600.0,-3.43373243,减仓,,0.0068,华泰柏瑞沪深300ETF
300394.SZ,300394,10191770,2025-12-31 00:00:00,江苏银行股份有限公司-中航机遇领航混合型发起式证券投资基金,7108399,0.916205083373,132579,1.90055076,1,6,天孚通信,018956,058001001,加仓,1443218248.97,0.9144,132579,0.0171,证券投资基金,A股,2026-04-08 00:00:00,2025年报,018956,1.90055076,加仓,1,018956,基金,增加,0,018956,d71f0e9436c3ef4a5d6204466e666016,0,132579.0,1.90055076,加仓,,,中航机遇领航混合发起A
300394.SZ,300394,10191770,2025-12-31 00:00:00,平安银行股份有限公司-永赢科技智选混合型发起式证券投资基金,6521978,0.840620988952,358111,5.80984307,1,7,天孚通信,022364,058001001,加仓,1324157193.34,0.8389,358111,0.046,证券投资基金,A股,2026-04-08 00:00:00,2025年报,022364,5.80984307,加仓,1,022364,基金,增加,0,022364,d71f0e9436c3ef4a5d6204466e666016,0,358111.0,5.80984307,加仓,,,永赢科技智选混合发起A
300394.SZ,300394,10191770,2025-12-31 00:00:00,中国建设银行股份有限公司-易方达沪深300交易型开放式指数发起式证券投资基金,5660424,0.729574865289,-335744,-5.59930943,1,8,天孚通信,510310,058001001,,1149235884.72,0.7281,-335744,-0.0432,证券投资基金,A股,2026-04-08 00:00:00,2025年报,510310,-5.59930943,减仓,1,510310,基金,减少,0,510310,d71f0e9436c3ef4a5d6204466e666016,0,-335744.0,-5.59930943,减仓,,0.0155,易方达沪深300ETF
300394.SZ,300394,10191770,2025-12-31 00:00:00,中国工商银行股份有限公司-华夏沪深300交易型开放式指数证券投资基金,4192859,0.54041968236,-91200,-2.12882222,1,9,天孚通信,510330,058001001,,851276162.77,0.5393,-91200,-0.0118,证券投资基金,A股,2026-04-08 00:00:00,2025年报,510330,-2.12882222,减仓,1,510330,基金,减少,0,510330,d71f0e9436c3ef4a5d6204466e666016,0,-91200.0,-2.12882222,减仓,,,华夏沪深300ETF
