SECUCODE,SECURITY_CODE,ORG_CODE,END_DATE,HOLDER_NAME,HOLD_NUM,FREE_HOLDNUM_RATIO,HOLD_NUM_CHANGE,CHANGE_RATIO,IS_HOLDORG,HOLDER_RANK,SECURITY_NAME_ABBR,HOLDER_CODE,SECURITY_TYPE_CODE,HOLDER_STATE,HOLDER_MARKET_CAP,HOLD_RATIO,HOLD_CHANGE,HOLD_RATIO_CHANGE,HOLDER_TYPE,SHARES_TYPE,UPDATE_DATE,REPORT_DATE_NAME,HOLDER_NEW,FREE_RATIO_QOQ,HOLDER_STATEE,IS_REPORT,HOLDER_CODE_OLD,HOLDER_NEWTYPE,HOLDNUM_CHANGE_NAME,IS_MAX_REPORTDATE,COOPERATION_HOLDER_MARK,MXID,LISTING_STATE,XZCHANGE,NEW_CHANGE_RATIO,HOLDER_STATE_NEW,HOLD_ORG_CODE_SOURCE,HOLD_CHANGE_RATIOTB,HOLD_NUM_ABBR
603002.SH,603002,10152074,2026-03-31 00:00:00,广州宏仁电子工业有限公司,256367485,22.605796950165,不变,,1,1,宏昌电子,10185587,058001001,,2522656052.4,22.6058,不变,0.0,其它,A股,2026-04-29 00:00:00,2026一季报,10185587,不变,,1,80206341,其他,不变,1,10185587,b2434a6ec108f70f39819edc95920850,0,0.0,不变,不变,0df718f2-d8ac-45de-b4c8-f284a24d61e9,2.8142,广州宏仁电子工业有限公司
603002.SH,603002,10152074,2026-03-31 00:00:00,EPOXY BASE INVESTMENT HOLDING LTD.,253702000,22.37076163481,不变,,1,2,宏昌电子,10198201,058001001,,2496427680.0,22.3708,不变,0.0,投资公司,A股,2026-04-29 00:00:00,2026一季报,10198201,不变,,1,80195680,其他,不变,1,10198201,b2434a6ec108f70f39819edc95920850,0,0.0,不变,不变,,0.0,EPOXY BASE INVESTMENT HOLDING LTD.
603002.SH,603002,10152074,2026-03-31 00:00:00,聚豐投資有限公司,59576365,5.25328401228,不变,,1,3,宏昌电子,10185662,058001001,,586231431.6,5.2533,不变,0.0,投资公司,A股,2026-04-29 00:00:00,2026一季报,10185662,不变,,1,80206418,其他,不变,1,10185662,b2434a6ec108f70f39819edc95920850,0,0.0,不变,不变,,0.0,聚豐投資有限公司
603002.SH,603002,10152074,2026-03-31 00:00:00,CRESCENT UNION LIMITED,32786885,2.891059546566,不变,,1,4,宏昌电子,10000132943,058001001,,322622948.4,2.8911,不变,0.0,其它,A股,2026-04-29 00:00:00,2026一季报,10000132943,不变,,1,81112118,其他,不变,1,10000132943,b2434a6ec108f70f39819edc95920850,0,0.0,不变,不变,,0.0,CRESCENT UNION LIMITED
603002.SH,603002,10152074,2026-03-31 00:00:00,中国工商银行股份有限公司-金鹰科技创新股票型证券投资基金,15177650,1.338324452809,5200000,52.11648033,1,5,宏昌电子,001167,058001001,加仓,149348076.0,1.3383,5200000,0.4585,证券投资基金,A股,2026-04-29 00:00:00,2026一季报,001167,52.11648033,加仓,1,001167,基金,增加,1,001167,b2434a6ec108f70f39819edc95920850,0,5200000.0,52.11648033,加仓,,0.5297,金鹰科技创新股票A
603002.SH,603002,10152074,2026-03-31 00:00:00,珠海格力金融投资管理有限公司,7510246,0.662233341025,不变,,1,6,宏昌电子,10000030412,058001001,,73900820.64,0.6622,不变,0.0,投资公司,A股,2026-04-29 00:00:00,2026一季报,10000030412,不变,,1,81009587,其他,不变,1,10000030412,b2434a6ec108f70f39819edc95920850,0,0.0,不变,不变,a92a9bd3-c1fe-440f-bb3d-c6a453ae63fc,0.0,珠海格力金融投资管理有限公司
603002.SH,603002,10152074,2026-03-31 00:00:00,香港中央结算有限公司,7105749,0.626565880899,-1437206,-16.8232889,1,7,宏昌电子,10671586,058001001,,69920570.16,0.6266,-1437206,-0.1267,其它,A股,2026-04-29 00:00:00,2026一季报,10671586,-16.8232889,减仓,1,80637337,其他,减少,1,10671586,b2434a6ec108f70f39819edc95920850,0,-1437206.0,-16.8232889,减仓,08a32aee-be17-11e6-b97b-00163e014a2c,,香港中央结算有限公司
603002.SH,603002,10152074,2026-03-31 00:00:00,交通银行股份有限公司-金鹰红利价值灵活配置混合型证券投资基金,4976200,0.438787964017,新进,,1,8,宏昌电子,210002,058001001,新进,48965808.0,0.4388,新进,,证券投资基金,A股,2026-04-29 00:00:00,2026一季报,210002,新进,新进,1,210002,基金,新进,1,210002,b2434a6ec108f70f39819edc95920850,0,,新进,新进,,0.0358,金鹰红利价值混合A
603002.SH,603002,10152074,2026-03-31 00:00:00,陶永根,4970000,0.438241264653,新进,,0,9,宏昌电子,,058001001,新进,48904800.0,0.4382,新进,,个人,A股,2026-04-29 00:00:00,2026一季报,陶永根,新进,新进,1,,个人,新进,1,陶永根,b2434a6ec108f70f39819edc95920850,0,,新进,新进,,,陶永根
603002.SH,603002,10152074,2026-03-31 00:00:00,中国工商银行股份有限公司-金鹰核心资源混合型证券投资基金,4770000,0.420605801287,200000,4.37636761,1,10,宏昌电子,210009,058001001,加仓,46936800.0,0.4206,200000,0.0176,证券投资基金,A股,2026-04-29 00:00:00,2026一季报,210009,4.37636761,加仓,1,210009,基金,增加,1,210009,b2434a6ec108f70f39819edc95920850,0,200000.0,4.37636761,加仓,,0.0882,金鹰核心资源混合A
