SECUCODE,SECURITY_CODE,ORG_CODE,END_DATE,HOLDER_NAME,HOLD_NUM,FREE_HOLDNUM_RATIO,HOLD_NUM_CHANGE,CHANGE_RATIO,IS_HOLDORG,HOLDER_RANK,SECURITY_NAME_ABBR,HOLDER_CODE,SECURITY_TYPE_CODE,HOLDER_STATE,HOLDER_MARKET_CAP,HOLD_RATIO,HOLD_CHANGE,HOLD_RATIO_CHANGE,HOLDER_TYPE,SHARES_TYPE,UPDATE_DATE,REPORT_DATE_NAME,HOLDER_NEW,FREE_RATIO_QOQ,HOLDER_STATEE,IS_REPORT,HOLDER_CODE_OLD,HOLDER_NEWTYPE,HOLDNUM_CHANGE_NAME,IS_MAX_REPORTDATE,COOPERATION_HOLDER_MARK,MXID,LISTING_STATE,XZCHANGE,NEW_CHANGE_RATIO,HOLDER_STATE_NEW,HOLD_ORG_CODE_SOURCE,HOLD_CHANGE_RATIOTB,HOLD_NUM_ABBR
000725.SZ,000725,10005644,2026-04-16 00:00:00,北京国有资本运营管理有限公司,4063333333,10.971737397359,不变,,1,1,京东方A,10122833,058001001,,16375233331.99,10.9688,不变,0.0,其它,A股,2026-04-23 00:00:00,2026-04-16,10122833,不变,,0,80128980,其他,不变,1,10122833,2e477798f4589af4203844a486e764df,0,0.0,不变,不变,ba9d7403-9aa7-4d69-b49d-b2f83f2adc22,,北京国有资本运营管理有限公司
000725.SZ,000725,10005644,2026-04-16 00:00:00,香港中央结算有限公司,2251289443,6.078890051535,63918556,2.92216361,1,2,京东方A,10671586,058001001,加仓,9072696455.29,6.0773,63918556,0.1726,其它,A股,2026-04-23 00:00:00,2026-04-16,10671586,2.92216361,加仓,0,80637337,其他,增加,1,10671586,2e477798f4589af4203844a486e764df,0,63918556.0,2.92216361,加仓,08a32aee-be17-11e6-b97b-00163e014a2c,,香港中央结算有限公司
000725.SZ,000725,10005644,2026-04-16 00:00:00,北京京东方投资发展有限公司,822092180,2.219798076158,不变,,1,3,京东方A,10017750,058001001,,3313031485.4,2.2192,不变,0.0,投资公司,A股,2026-04-23 00:00:00,2026-04-16,10017750,不变,,0,80004029,其他,不变,1,10017750,2e477798f4589af4203844a486e764df,0,0.0,不变,不变,19952f82-57ef-420f-a4cb-d2f2c17d19f8,,北京京东方投资发展有限公司
000725.SZ,000725,10005644,2026-04-16 00:00:00,北京京国瑞国企改革发展基金(有限合伙),718132854,1.939089029815,不变,,1,4,京东方A,10562440,058001001,,2894075401.62,1.9386,不变,0.0,其它,A股,2026-04-23 00:00:00,2026-04-16,10562440,不变,,0,80530184,其他,不变,1,10562440,2e477798f4589af4203844a486e764df,0,0.0,不变,不变,2b407e7a-aaa5-4d22-8708-5ccc61fb4526,,北京京国瑞国企改革发展基金(有限合伙)
000725.SZ,000725,10005644,2026-04-16 00:00:00,福清市汇融创业投资集团有限公司,538599640,1.454316771012,不变,,1,5,京东方A,10000244338,058001001,,2170556549.2,1.4539,不变,0.0,投资公司,A股,2026-04-23 00:00:00,2026-04-16,10000244338,不变,,0,81223513,其他,不变,1,10000244338,2e477798f4589af4203844a486e764df,0,0.0,不变,不变,55bbfb92-8840-471e-9b5e-a93d5f189496,,福清市汇融创业投资集团有限公司
000725.SZ,000725,10005644,2026-04-16 00:00:00,上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金,339000000,0.915361520429,2000000,0.59347181,1,6,京东方A,77017644,058001001,加仓,1366170000.0,0.9151,2000000,0.0054,私募基金,A股,2026-04-23 00:00:00,2026-04-16,77017644,0.59347181,加仓,0,77017644,其他,增加,1,77017644,2e477798f4589af4203844a486e764df,0,2000000.0,0.59347181,加仓,,,上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
000725.SZ,000725,10005644,2026-04-16 00:00:00,中国对外经济贸易信托有限公司-外贸信托-高毅晓峰鸿远集合资金信托计划,307988907,0.831625941554,1000000,0.32574467,1,7,京东方A,73118498,058001001,加仓,1241195295.21,0.8314,1000000,0.0027,信托计划,A股,2026-04-23 00:00:00,2026-04-16,73118498,0.32574467,加仓,0,73118498,信托,增加,1,73118498,2e477798f4589af4203844a486e764df,0,1000000.0,0.32574467,加仓,,,中国对外经济贸易信托有限公司-外贸信托-高毅晓峰鸿远集合资金信托计划
000725.SZ,000725,10005644,2026-04-16 00:00:00,阿布达比投资局-自有资金,302815309,0.817656288069,-28500,-0.00941079,1,8,京东方A,10122817,058001001,,1220345695.27,0.8174,-28500,-0.0001,QFII,A股,2026-04-23 00:00:00,2026-04-16,10122817,-0.00941079,减仓,0,80128964,QFII,减少,1,10122817,2e477798f4589af4203844a486e764df,0,-28500.0,-0.00941079,减仓,,,阿布达比投资局-自有资金
000725.SZ,000725,10005644,2026-04-16 00:00:00,合肥建翔投资有限公司,292056967,0.788606812286,不变,,1,9,京东方A,10333997,058001001,,1176989577.01,0.7884,不变,0.0,投资公司,A股,2026-04-23 00:00:00,2026-04-16,10333997,不变,,0,80350686,其他,不变,1,10333997,2e477798f4589af4203844a486e764df,0,0.0,不变,不变,acb5ba90-5049-4e33-a3ac-b1c42330c6d0,,合肥建翔投资有限公司
000725.SZ,000725,10005644,2026-04-16 00:00:00,蔡敏,290809076,0.785237280124,新进,,0,10,京东方A,,058001001,新进,1171960576.28,0.785,新进,,个人,A股,2026-04-23 00:00:00,2026-04-16,蔡敏,新进,新进,0,,个人,新进,1,蔡敏,2e477798f4589af4203844a486e764df,0,,新进,新进,,,蔡敏
