SECUCODE,SECURITY_CODE,ORG_CODE,END_DATE,HOLDER_NAME,HOLD_NUM,FREE_HOLDNUM_RATIO,HOLD_NUM_CHANGE,CHANGE_RATIO,IS_HOLDORG,HOLDER_RANK,SECURITY_NAME_ABBR,HOLDER_CODE,SECURITY_TYPE_CODE,HOLDER_STATE,HOLDER_MARKET_CAP,HOLD_RATIO,HOLD_CHANGE,HOLD_RATIO_CHANGE,HOLDER_TYPE,SHARES_TYPE,UPDATE_DATE,REPORT_DATE_NAME,HOLDER_NEW,FREE_RATIO_QOQ,HOLDER_STATEE,IS_REPORT,HOLDER_CODE_OLD,HOLDER_NEWTYPE,HOLDNUM_CHANGE_NAME,IS_MAX_REPORTDATE,COOPERATION_HOLDER_MARK,MXID,LISTING_STATE,XZCHANGE,NEW_CHANGE_RATIO,HOLDER_STATE_NEW,HOLD_ORG_CODE_SOURCE,HOLD_CHANGE_RATIOTB,HOLD_NUM_ABBR
600183.SH,600183,10002396,2026-03-31 00:00:00,广东省广新控股集团有限公司,547979502,22.884909110754,-24291188,-4.24470245,1,1,生益科技,10050228,058001001,,29684049623.34,22.5588,-24291188,-1.0,其它,A股,2026-04-29 00:00:00,2026一季报,10050228,-4.24470245,减仓,1,80047621,其他,减少,1,10050228,ffdaad04517700ace06fdd1501ed8600,0,-24291188.0,-4.24470245,减仓,aa8669c5-5d66-4bfe-97e2-7bc99c1f35bb,-1.8209,广东省广新控股集团有限公司
600183.SH,600183,10002396,2026-03-31 00:00:00,东莞市国弘投资有限公司,322740539,13.478401791333,不变,,1,2,生益科技,10013431,058001001,,17482854997.63,13.2863,不变,0.0,投资公司,A股,2026-04-29 00:00:00,2026一季报,10013431,不变,,1,80015697,其他,不变,1,10013431,ffdaad04517700ace06fdd1501ed8600,0,0.0,不变,不变,2a2ae2dd-75dc-4ea4-8305-43cb10aaeed8,0.0013,东莞市国弘投资有限公司
600183.SH,600183,10002396,2026-03-31 00:00:00,伟华电子有限公司,295010353,12.320324191865,不变,,1,3,生益科技,10013433,058001001,,15980710822.01,12.1447,不变,0.0,QFII,A股,2026-04-29 00:00:00,2026一季报,10013433,不变,,1,80015699,QFII,不变,1,10013433,ffdaad04517700ace06fdd1501ed8600,0,0.0,不变,不变,,0.0012,伟华电子有限公司
600183.SH,600183,10002396,2026-03-31 00:00:00,香港中央结算有限公司,151023558,6.307097958589,25839454,20.64116224,1,4,生益科技,10671586,058001001,加仓,8180946136.86,6.2172,25839454,1.0637,其它,A股,2026-04-29 00:00:00,2026一季报,10671586,20.64116224,加仓,1,80637337,其他,增加,1,10671586,ffdaad04517700ace06fdd1501ed8600,0,25839454.0,20.64116224,加仓,08a32aee-be17-11e6-b97b-00163e014a2c,-1.318,香港中央结算有限公司
600183.SH,600183,10002396,2026-03-31 00:00:00,广新集团-中信证券-26GXKEB1担保及信托财产专户,20000000,0.835246903478,新进,,0,5,生益科技,,058001001,新进,1083400000.0,0.8233,新进,,其它,A股,2026-04-29 00:00:00,2026一季报,广新集团-中信证券-26GXKEB1担保及信托财产专户,新进,新进,1,,其他,新进,1,广新集团-中信证券-26GXKEB1担保及信托财产专户,ffdaad04517700ace06fdd1501ed8600,0,,新进,新进,,,广新集团-中信证券-26GXKEB1担保及信托财产专户
600183.SH,600183,10002396,2026-03-31 00:00:00,阿布达比投资局-自有资金,10081498,0.421026999346,新进,,1,6,生益科技,10122817,058001001,新进,546114746.66,0.415,新进,,QFII,A股,2026-04-29 00:00:00,2026一季报,10122817,新进,新进,1,80128964,QFII,新进,1,10122817,ffdaad04517700ace06fdd1501ed8600,0,,新进,新进,,-0.1101,阿布达比投资局-自有资金
600183.SH,600183,10002396,2026-03-31 00:00:00,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,9774625,0.408211263196,-10262169,-51.21662178,1,7,生益科技,510300,058001001,,529491436.25,0.4024,-10262169,-0.4225,证券投资基金,A股,2026-04-29 00:00:00,2026一季报,510300,-51.21662178,减仓,1,510300,基金,减少,1,510300,ffdaad04517700ace06fdd1501ed8600,0,-10262169.0,-51.21662178,减仓,,-0.4171,华泰柏瑞沪深300ETF
600183.SH,600183,10002396,2026-03-31 00:00:00,东莞市科创资本产业发展投资有限公司,8692132,0.363003816881,新进,,1,8,生益科技,10000138250,058001001,新进,470852790.44,0.3578,新进,,投资公司,A股,2026-04-29 00:00:00,2026一季报,10000138250,新进,新进,1,81117425,其他,新进,1,10000138250,ffdaad04517700ace06fdd1501ed8600,0,,新进,新进,29e94c0b-d0f0-4f7f-bd8f-0a0c51bc5794,,东莞市科创资本产业发展投资有限公司
600183.SH,600183,10002396,2026-03-31 00:00:00,江苏银行股份有限公司-中航机遇领航混合型发起式证券投资基金,8000000,0.334098761391,-7974121,-49.91899711,1,9,生益科技,018956,058001001,,433360000.0,0.3293,-7974121,-0.3283,证券投资基金,A股,2026-04-29 00:00:00,2026一季报,018956,-49.91899711,减仓,1,018956,基金,减少,1,018956,ffdaad04517700ace06fdd1501ed8600,0,-7974121.0,-49.91899711,减仓,,,中航机遇领航混合发起A
600183.SH,600183,10002396,2026-03-31 00:00:00,全国社保基金五零二组合,7918228,0.330683770902,新进,,1,10,生益科技,70010502,058001001,新进,428930410.76,0.326,新进,,全国社保基金,A股,2026-04-29 00:00:00,2026一季报,70010502,新进,新进,1,70010502,社保,新进,1,70010502,ffdaad04517700ace06fdd1501ed8600,0,,新进,新进,,,全国社保基金五零二组合
