SECUCODE,SECURITY_CODE,ORG_CODE,END_DATE,HOLDER_NAME,HOLD_NUM,FREE_HOLDNUM_RATIO,HOLD_NUM_CHANGE,CHANGE_RATIO,IS_HOLDORG,HOLDER_RANK,SECURITY_NAME_ABBR,HOLDER_CODE,SECURITY_TYPE_CODE,HOLDER_STATE,HOLDER_MARKET_CAP,HOLD_RATIO,HOLD_CHANGE,HOLD_RATIO_CHANGE,HOLDER_TYPE,SHARES_TYPE,UPDATE_DATE,REPORT_DATE_NAME,HOLDER_NEW,FREE_RATIO_QOQ,HOLDER_STATEE,IS_REPORT,HOLDER_CODE_OLD,HOLDER_NEWTYPE,HOLDNUM_CHANGE_NAME,IS_MAX_REPORTDATE,COOPERATION_HOLDER_MARK,MXID,LISTING_STATE,XZCHANGE,NEW_CHANGE_RATIO,HOLDER_STATE_NEW,HOLD_ORG_CODE_SOURCE,HOLD_CHANGE_RATIOTB,HOLD_NUM_ABBR
300502.SZ,300502,10362227,2026-03-31 00:00:00,香港中央结算有限公司,56156927,6.342610312105,16247607,40.71131004,1,1,新易盛,10671586,058001001,加仓,24868533552.68,5.6495,16247607,1.6345,其它,A股,2026-04-24 00:00:00,2026一季报,10671586,40.71131004,加仓,1,80637337,其他,增加,1,10671586,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,16247607.0,40.71131004,加仓,08a32aee-be17-11e6-b97b-00163e014a2c,3.7354,香港中央结算有限公司
300502.SZ,300502,10362227,2026-03-31 00:00:00,LO JEFFREY CHIH,22328864,2.521920101931,不变,,0,2,新易盛,,058001001,,9888114133.76,2.2463,不变,0.0,个人,A股,2026-04-24 00:00:00,2026一季报,LO JEFFREY CHIH,不变,,1,,个人,不变,1,LO JEFFREY CHIH,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,0.0,不变,不变,,-0.51,LO JEFFREY CHIH
300502.SZ,300502,10362227,2026-03-31 00:00:00,ROMAN SOKOLOV,20046454,2.264134678551,不变,,0,3,新易盛,,058001001,,8877371689.36,2.0167,不变,0.0,个人,A股,2026-04-24 00:00:00,2026一季报,ROMAN SOKOLOV,不变,,1,,个人,不变,1,ROMAN SOKOLOV,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,0.0,不变,不变,,-0.0034,ROMAN SOKOLOV
300502.SZ,300502,10362227,2026-03-31 00:00:00,黄晓雷,17698570,1.998954333657,不变,,0,4,新易盛,,058001001,,7837634738.8,1.7805,不变,0.0,个人,A股,2026-04-24 00:00:00,2026一季报,黄晓雷,不变,,1,,个人,不变,1,黄晓雷,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,0.0,不变,不变,,-0.003,黄晓雷
300502.SZ,300502,10362227,2026-03-31 00:00:00,高光荣,15503675,1.751053239265,新进,,0,5,新易盛,,058001001,新进,6865647437.0,1.5597,新进,,个人,A股,2026-04-24 00:00:00,2026一季报,高光荣,新进,新进,1,,个人,新进,1,高光荣,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,,新进,新进,,-0.2906,高光荣
300502.SZ,300502,10362227,2026-03-31 00:00:00,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,8673627,0.979637579769,-8332401,-48.99674986,1,6,新易盛,159915,058001001,,3841028980.68,0.8726,-8332401,-0.8383,证券投资基金,A股,2026-04-24 00:00:00,2026一季报,159915,-48.99674986,减仓,1,159915,基金,减少,1,159915,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,-8332401.0,-48.99674986,减仓,,-1.3882,易方达创业板ETF
300502.SZ,300502,10362227,2026-03-31 00:00:00,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,8006188,0.904254083729,-8342957,-51.02992848,1,7,新易盛,510300,058001001,,3545460293.92,0.8054,-8342957,-0.8394,证券投资基金,A股,2026-04-24 00:00:00,2026一季报,510300,-51.02992848,减仓,1,510300,基金,减少,1,510300,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,-8342957.0,-51.02992848,减仓,,-0.8354,华泰柏瑞沪深300ETF
300502.SZ,300502,10362227,2026-03-31 00:00:00,中国工商银行股份有限公司-易方达中证人工智能主题交易型开放式指数证券投资基金,5771102,0.651813641039,新进,,1,8,新易盛,159819,058001001,新进,2555674809.68,0.5806,新进,,证券投资基金,A股,2026-04-24 00:00:00,2026一季报,159819,新进,新进,1,159819,基金,新进,1,159819,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,,新进,新进,,-0.2651,易方达中证人工智能主题ETF
300502.SZ,300502,10362227,2026-03-31 00:00:00,中信证券股份有限公司,5617706,0.634488422167,-2440534,-30.28619153,1,9,新易盛,10002269,058001001,,2487744925.04,0.5652,-2440534,-0.2455,证券公司,A股,2026-04-24 00:00:00,2026一季报,10002269,-30.28619153,减仓,1,10000018,券商,减少,1,10002269,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,-2440534.0,-30.28619153,减仓,b3d8a1a4-a37e-4b8d-9ddb-3db464c2248b,,中信证券股份有限公司
300502.SZ,300502,10362227,2026-03-31 00:00:00,中国建设银行股份有限公司-易方达沪深300交易型开放式指数发起式证券投资基金,5559562,0.627921383091,-6148793,-52.51628431,1,10,新易盛,510310,058001001,,2461996436.08,0.5593,-6148793,-0.6186,证券投资基金,A股,2026-04-24 00:00:00,2026一季报,510310,-52.51628431,减仓,1,510310,基金,减少,1,510310,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,-6148793.0,-52.51628431,减仓,,-0.5904,易方达沪深300ETF
300502.SZ,300502,10362227,2025-12-31 00:00:00,香港中央结算有限公司,39909320,4.507534120966,4062144,11.33183825,1,1,新易盛,10671586,058001001,加仓,17196127801.6,4.015,4062144,0.4085,其它,A股,2026-04-24 00:00:00,2025年报,10671586,11.33191093,加仓,1,80637337,其他,增加,0,10671586,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,4062144.0,11.33183825,加仓,08a32aee-be17-11e6-b97b-00163e014a2c,0.6097,香港中央结算有限公司
300502.SZ,300502,10362227,2025-12-31 00:00:00,LO JEFFREY CHIH,22328864,2.521920101931,-300000,-1.32574043,0,2,新易盛,,058001001,,9621060920.32,2.2463,-300000,-0.0303,个人,A股,2026-04-24 00:00:00,2025年报,LO JEFFREY CHIH,-1.32567602,减仓,1,,个人,减少,0,LO JEFFREY CHIH,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,-300000.0,-1.32574043,减仓,,-0.5523,LO JEFFREY CHIH
300502.SZ,300502,10362227,2025-12-31 00:00:00,ROMAN SOKOLOV,20046454,2.264134678551,不变,,0,3,新易盛,,058001001,,8637616099.52,2.0167,不变,-0.0001,个人,A股,2026-04-24 00:00:00,2025年报,ROMAN SOKOLOV,0.00006528,,1,,个人,不变,0,ROMAN SOKOLOV,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,0.0,不变,不变,,-0.0034,ROMAN SOKOLOV
300502.SZ,300502,10362227,2025-12-31 00:00:00,黄晓雷,17698570,1.998954333657,不变,,0,4,新易盛,,058001001,,7625959841.6,1.7805,不变,-0.0001,个人,A股,2026-04-24 00:00:00,2025年报,黄晓雷,0.00006528,,1,,个人,不变,0,黄晓雷,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,0.0,不变,不变,,-0.003,黄晓雷
300502.SZ,300502,10362227,2025-12-31 00:00:00,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,17006028,1.920735594395,-1748420,-9.32269507,1,5,新易盛,159915,058001001,,7327557344.64,1.7109,-1748420,-0.1759,证券投资基金,A股,2026-04-24 00:00:00,2025年报,159915,-9.32263588,减仓,1,159915,基金,减少,0,159915,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,-1748420.0,-9.32269507,减仓,,-0.7283,易方达创业板ETF
300502.SZ,300502,10362227,2025-12-31 00:00:00,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,16349145,1.84654433942,-552500,-3.26891258,1,6,新易盛,510300,058001001,,7044519597.6,1.6448,-552500,-0.0556,证券投资基金,A股,2026-04-24 00:00:00,2025年报,510300,-3.26884943,减仓,1,510300,基金,减少,0,510300,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,-552500.0,-3.26891258,减仓,,-0.0025,华泰柏瑞沪深300ETF
300502.SZ,300502,10362227,2025-12-31 00:00:00,中国建设银行股份有限公司-易方达沪深300交易型开放式指数发起式证券投资基金,11708355,1.322393106745,-505525,-4.13893865,1,7,新易盛,510310,058001001,,5044896002.4,1.1779,-505525,-0.0509,证券投资基金,A股,2026-04-24 00:00:00,2025年报,510310,-4.13887607,减仓,1,510310,基金,减少,0,510310,0a8ce5e1da4f80e566d2e7213e9a1ec5,0,-505525.0,-4.13893865,减仓,,-0.0147,易方达沪深300ETF
