SECUCODE,SECURITY_CODE,ORG_CODE,END_DATE,HOLDER_NAME,HOLD_NUM,FREE_HOLDNUM_RATIO,HOLD_NUM_CHANGE,CHANGE_RATIO,IS_HOLDORG,HOLDER_RANK,SECURITY_NAME_ABBR,HOLDER_CODE,SECURITY_TYPE_CODE,HOLDER_STATE,HOLDER_MARKET_CAP,HOLD_RATIO,HOLD_CHANGE,HOLD_RATIO_CHANGE,HOLDER_TYPE,SHARES_TYPE,UPDATE_DATE,REPORT_DATE_NAME,HOLDER_NEW,FREE_RATIO_QOQ,HOLDER_STATEE,IS_REPORT,HOLDER_CODE_OLD,HOLDER_NEWTYPE,HOLDNUM_CHANGE_NAME,IS_MAX_REPORTDATE,COOPERATION_HOLDER_MARK,MXID,LISTING_STATE,XZCHANGE,NEW_CHANGE_RATIO,HOLDER_STATE_NEW,HOLD_ORG_CODE_SOURCE,HOLD_CHANGE_RATIOTB,HOLD_NUM_ABBR
000063.SZ,000063,10004144,2026-03-31 00:00:00,中兴新通讯有限公司,960978400,20.091020994082,不变,,1,1,中兴通讯,10009372,058001001,,31174139296.0,20.0893,不变,0.0,其它,"A股,H股",2026-04-25 00:00:00,2026一季报,10009372,不变,,1,80014476,其他,不变,1,10009372,d20386e5a6893412fce2d1784e26ce11,0,0.0,不变,不变,6078e198-cf3a-4309-bfc8-c3490b6ec048,0.0,中兴新通讯有限公司
000063.SZ,000063,10004144,2026-03-31 00:00:00,香港中央结算代理人有限公司,752419722,15.730718225367,30547,0.00406,1,2,中兴通讯,10015776,058001001,加仓,24408495781.68,15.7294,30547,0.0007,其它,H股,2026-04-25 00:00:00,2026一季报,10015776,0.00406,加仓,1,80010104,其他,增加,1,10015776,d20386e5a6893412fce2d1784e26ce11,0,30547.0,0.00406,加仓,,0.0024,香港中央结算代理人有限公司
000063.SZ,000063,10004144,2026-03-31 00:00:00,香港中央结算有限公司,54577719,1.141047601318,-8875428,-13.98737245,1,3,中兴通讯,10671586,058001001,,1770501204.36,1.1409,-8875428,-0.1856,其它,A股,2026-04-25 00:00:00,2026一季报,10671586,-13.98737245,减仓,1,80637337,其他,减少,1,10671586,d20386e5a6893412fce2d1784e26ce11,0,-8875428.0,-13.98737245,减仓,08a32aee-be17-11e6-b97b-00163e014a2c,-0.4495,香港中央结算有限公司
000063.SZ,000063,10004144,2026-03-31 00:00:00,中央汇金资产管理有限责任公司,42171534,0.881673485009,不变,,1,4,中兴通讯,10506881,058001001,,1368044562.96,0.8816,不变,0.0,其它,A股,2026-04-25 00:00:00,2026一季报,10506881,不变,,1,80475097,国家队,不变,1,10506881,d20386e5a6893412fce2d1784e26ce11,0,0.0,不变,不变,a716e73f-b6bd-47b1-9b69-02ff8483f635,0.0,中央汇金资产管理有限责任公司
000063.SZ,000063,10004144,2026-03-31 00:00:00,湖南省电信实业集团有限公司,41516065,0.86796969995,不变,,1,5,中兴通讯,10104150,058001001,,1346781148.6,0.8679,不变,0.0,其它,A股,2026-04-25 00:00:00,2026一季报,10104150,不变,,1,80123928,其他,不变,1,10104150,d20386e5a6893412fce2d1784e26ce11,0,0.0,不变,不变,db5c49be-3cd4-47e2-a50e-1b276e0bcac3,,湖南省电信实业集团有限公司
000063.SZ,000063,10004144,2026-03-31 00:00:00,和谐健康保险股份有限公司-万能产品,38796600,0.811114282172,不变,,1,6,中兴通讯,76080035,058001001,,1258561704.0,0.811,不变,0.0,保险产品,A股,2026-04-25 00:00:00,2026一季报,76080035,不变,,1,76080035,保险,不变,1,76080035,d20386e5a6893412fce2d1784e26ce11,0,0.0,不变,不变,,,和谐健康保险股份有限公司-万能产品
000063.SZ,000063,10004144,2026-03-31 00:00:00,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,25925685,0.542024130429,-27224637,-51.22196061,1,7,中兴通讯,510300,058001001,,841029221.4,0.542,-27224637,-0.5691,证券投资基金,A股,2026-04-25 00:00:00,2026一季报,510300,-51.22196061,减仓,1,510300,基金,减少,1,510300,d20386e5a6893412fce2d1784e26ce11,0,-27224637.0,-51.22196061,减仓,,-0.5584,华泰柏瑞沪深300ETF
000063.SZ,000063,10004144,2026-03-31 00:00:00,中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金,23853373,0.498698636434,新进,,1,8,中兴通讯,515880,058001001,新进,773803420.12,0.4987,新进,,证券投资基金,A股,2026-04-25 00:00:00,2026一季报,515880,新进,新进,1,515880,基金,新进,1,515880,d20386e5a6893412fce2d1784e26ce11,0,,新进,新进,,,国泰中证全指通信设备ETF
000063.SZ,000063,10004144,2026-03-31 00:00:00,山西通信服务有限公司,19073940,0.398775798686,新进,,1,9,中兴通讯,10001726546,058001001,新进,618758613.6,0.3987,新进,,其它,A股,2026-04-25 00:00:00,2026一季报,10001726546,新进,新进,1,82705722,其他,新进,1,10001726546,d20386e5a6893412fce2d1784e26ce11,0,,新进,新进,d5cd27a5-493a-4f42-b041-0b770a1f746e,,山西通信服务有限公司
000063.SZ,000063,10004144,2026-03-31 00:00:00,中国建设银行股份有限公司-易方达沪深300交易型开放式指数发起式证券投资基金,18024285,0.376830830265,-19952455,-52.53861969,1,10,中兴通讯,510310,058001001,,584707805.4,0.3768,-19952455,-0.4171,证券投资基金,A股,2026-04-25 00:00:00,2026一季报,510310,-52.53861969,减仓,1,510310,基金,减少,1,510310,d20386e5a6893412fce2d1784e26ce11,0,-19952455.0,-52.53861969,减仓,,-0.3929,易方达沪深300ETF
